ID,Name,Service,Cadre,Reference_Value,Qualification,Subject,Division,Source,Category_of_Subject
GJ019200,Shri Keshav Saran Verma,Indian Administrative Service,Gujarat,0,Graduate,English,Second,Supremo,Languages and Fine Arts
GJ019200,Shri Keshav Saran Verma,Indian Administrative Service,Gujarat,1,N.A.,N.A.,Ordinary,Supremo,N.A.
GJ019200,Shri Keshav Saran Verma,Indian Administrative Service,Gujarat,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
GJ019300,Shri Santosh Kumar Mohapatra,Indian Administrative Service,Gujarat,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
GJ019300,Shri Santosh Kumar Mohapatra,Indian Administrative Service,Gujarat,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
GJ019301,Shri Vp Malvania,Indian Administrative Service,Gujarat,0,Graduate,Economics,Ordinary,Supremo,Social Science and Liberal Arts
GJ019302,Shri Sk Saiyed,Indian Administrative Service,Gujarat,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
GJ019302,Shri Sk Saiyed,Indian Administrative Service,Gujarat,1,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
GJ019303,Shri Nc Dave,Indian Administrative Service,Gujarat,0,Graduate,English,Ordinary,Supremo,Languages and Fine Arts
GJ019304,Shri Bs Vaishnav,Indian Administrative Service,Gujarat,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
GJ019304,Shri Bs Vaishnav,Indian Administrative Service,Gujarat,1,Graduate,N.A.,Ordinary,Supremo,N.A.
GJ019311,Shri N V Modi,Indian Administrative Service,Gujarat,0,Graduate,N.A.,Ordinary,Supremo,N.A.
HP006900,Shri Jogishwar Singh,Indian Administrative Service,Himachal Pradesh,0,Diploma,German,First,Supremo,Languages and Fine Arts
HP006900,Shri Jogishwar Singh,Indian Administrative Service,Himachal Pradesh,1,Graduate,Physics,First,Supremo,Natural Sciences
HP006900,Shri Jogishwar Singh,Indian Administrative Service,Himachal Pradesh,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
HP006900,Shri Jogishwar Singh,Indian Administrative Service,Himachal Pradesh,3,P.G.,Physics,First,Supremo,Natural Sciences
HP007000,Dr. Sutanu Behuria,Indian Administrative Service,Himachal Pradesh,0,Diploma,French,Ordinary,Supremo,Languages and Fine Arts
HP007000,Dr. Sutanu Behuria,Indian Administrative Service,Himachal Pradesh,1,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
HP007000,Dr. Sutanu Behuria,Indian Administrative Service,Himachal Pradesh,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
HP007000,Dr. Sutanu Behuria,Indian Administrative Service,Himachal Pradesh,3,Ph. D.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
HP007100,Shri Subrahmanyam Vijay Kumar,Indian Administrative Service,Himachal Pradesh,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HP007100,Shri Subrahmanyam Vijay Kumar,Indian Administrative Service,Himachal Pradesh,1,P.G.,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
HP007200,Ms. Harinder Hira,Indian Administrative Service,Himachal Pradesh,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HP007200,Ms. Harinder Hira,Indian Administrative Service,Himachal Pradesh,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY012200,Ms. Anita Chaudhary,Indian Administrative Service,Haryana,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
HY012200,Ms. Anita Chaudhary,Indian Administrative Service,Haryana,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
HY012200,Ms. Anita Chaudhary,Indian Administrative Service,Haryana,2,P.G.,Social Sciences,Ordinary,Supremo,Social Science and Liberal Arts
HY012300,Shri Raj Kamal Singh,Indian Administrative Service,Haryana,0,Graduate,Bio Chemistry,Second,Supremo,Natural Sciences
HY012300,Shri Raj Kamal Singh,Indian Administrative Service,Haryana,1,P.G.,Bio Chemistry,First,Supremo,Natural Sciences
HY012400,Shri Raminder Singh Gujral,Indian Administrative Service,Haryana,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
HY012400,Shri Raminder Singh Gujral,Indian Administrative Service,Haryana,1,LL.B.,Law,First,Supremo,"Governance, Law and Management"
HY012400,Shri Raminder Singh Gujral,Indian Administrative Service,Haryana,2,P.G.,Business Admn.,First,Supremo,"Governance, Law and Management"
HY012400,Shri Raminder Singh Gujral,Indian Administrative Service,Haryana,3,P.G.,Law,First,Supremo,"Governance, Law and Management"
HY012500,Shri Leon Stan Manohar Salins,Indian Administrative Service,Haryana,0,Graduate,Geology,Second,Supremo,Natural Sciences
HY012500,Shri Leon Stan Manohar Salins,Indian Administrative Service,Haryana,1,P.G.,Sociology,Second,Supremo,Social Science and Liberal Arts
HY012500,Shri Leon Stan Manohar Salins,Indian Administrative Service,Haryana,2,Certificate,Census,-,Supremo,"Governance, Law and Management"
HY012600,Shri Murari Lal Tayal,Indian Administrative Service,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY012600,Shri Murari Lal Tayal,Indian Administrative Service,Haryana,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
HY012600,Shri Murari Lal Tayal,Indian Administrative Service,Haryana,2,P.G.,Public Admn,Second,Supremo,"Governance, Law and Management"
HY012700,Dr. Ram Kishan Rang,Indian Administrative Service,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY012700,Dr. Ram Kishan Rang,Indian Administrative Service,Haryana,1,LL.B.,Law,Second,Supremo,"Governance, Law and Management"
HY012700,Dr. Ram Kishan Rang,Indian Administrative Service,Haryana,2,P.G.,English,Third,Supremo,Languages and Fine Arts
HY012700,Dr. Ram Kishan Rang,Indian Administrative Service,Haryana,3,P.G.,Public Admn,First,Supremo,"Governance, Law and Management"
HY012700,Dr. Ram Kishan Rang,Indian Administrative Service,Haryana,4,Ph. D.,Family Planning,Ordinary,Supremo,"Governance, Law and Management"
HY012701,Shri Sarat Kumar Nanda,Indian Administrative Service,Haryana,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
HY012701,Shri Sarat Kumar Nanda,Indian Administrative Service,Haryana,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
HY012701,Shri Sarat Kumar Nanda,Indian Administrative Service,Haryana,2,P.G.,Philosophy,Ordinary,Supremo,Social Science and Liberal Arts
HY012705,Shri Beant Singh,Indian Administrative Service,Haryana,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
HY012705,Shri Beant Singh,Indian Administrative Service,Haryana,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
HY012708,Shri Sn Goyal,Indian Administrative Service,Haryana,0,Graduate,English,Second,Supremo,Languages and Fine Arts
HY012708,Shri Sn Goyal,Indian Administrative Service,Haryana,1,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
JH026800,Shri Ashok Kumar Basu,Indian Administrative Service,Jharkhand,0,Graduate,Chemistry,First,Supremo,Natural Sciences
JH026800,Shri Ashok Kumar Basu,Indian Administrative Service,Jharkhand,1,P.G.,Chemistry,Ordinary,Supremo,Natural Sciences
JH026900,Dr. Shiv Basant,Indian Administrative Service,Jharkhand,0,Graduate,Botany,Third,Supremo,Natural Sciences
JH026900,Dr. Shiv Basant,Indian Administrative Service,Jharkhand,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
JH026900,Dr. Shiv Basant,Indian Administrative Service,Jharkhand,2,M.Phil.,Social Sciences,Ordinary,Supremo,Social Science and Liberal Arts
JH026900,Dr. Shiv Basant,Indian Administrative Service,Jharkhand,3,P.G.,Development Economics,First,Supremo,Social Science and Liberal Arts
JH027400,Shri Mukhtyar Singh,Indian Administrative Service,Jharkhand,0,Graduate,English,Third,Supremo,Languages and Fine Arts
JH027400,Shri Mukhtyar Singh,Indian Administrative Service,Jharkhand,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
JK005200,Shri Shiban Lal Bhat,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Botany,Second,Supremo,Natural Sciences
JK005200,Shri Shiban Lal Bhat,Indian Administrative Service,Jammu & Kashmir,1,P.G.,Indl.orgn.,Ordinary,Supremo,"Governance, Law and Management"
JK005200,Shri Shiban Lal Bhat,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
JK005300,Shri Samuel Verghese,Indian Administrative Service,Jammu & Kashmir,0,Graduate,English Lit,Third,Supremo,Languages and Fine Arts
JK005300,Shri Samuel Verghese,Indian Administrative Service,Jammu & Kashmir,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
JK005301,Shri Abdul Wahid,Indian Administrative Service,Jammu & Kashmir,0,N.A.,N.A.,Ordinary,Supremo,N.A.
JK005302,Shri G Sharma,Indian Administrative Service,Jammu & Kashmir,0,N.A.,N.A.,Ordinary,Supremo,N.A.
JK005303,Shri Sg Hasan,Indian Administrative Service,Jammu & Kashmir,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
JK005303,Shri Sg Hasan,Indian Administrative Service,Jammu & Kashmir,1,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
JK005303,Shri Sg Hasan,Indian Administrative Service,Jammu & Kashmir,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL010900,Shri S Sundareshan,Indian Administrative Service,Kerala,0,Graduate,Economics,-,Supremo,Social Science and Liberal Arts
KL010900,Shri S Sundareshan,Indian Administrative Service,Kerala,1,P.G.,Business Admn.,-,Supremo,"Governance, Law and Management"
KL010900,Shri S Sundareshan,Indian Administrative Service,Kerala,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KL011000,Shri Sushil K Bhatia,Indian Administrative Service,Kerala,0,Graduate,Chemistry,First,Supremo,Natural Sciences
KL011000,Shri Sushil K Bhatia,Indian Administrative Service,Kerala,1,P.G.,Chemistry,First,Supremo,Natural Sciences
KL011300,Shri K K Vijayakumar,Indian Administrative Service,Kerala,0,Graduate,Botany,Second,Supremo,Natural Sciences
KL011300,Shri K K Vijayakumar,Indian Administrative Service,Kerala,1,P.G.,English Lit,Third,Supremo,Languages and Fine Arts
KL011301,Shri E Shahul Hameed,Indian Administrative Service,Kerala,0,P.G.,Economics,Second,Supremo,Social Science and Liberal Arts
KL011303,Shri Mkravindrnathan,Indian Administrative Service,Kerala,0,Graduate,Mathematics,First,Supremo,"Engineering, Technology and Mathematics"
KL011304,Shri Kp Joseph,Indian Administrative Service,Kerala,0,Graduate,Mathematics,Ordinary,Supremo,"Engineering, Technology and Mathematics"
KN018900,Shri M R Sreenivasa Murthy,Indian Administrative Service,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN018900,Shri M R Sreenivasa Murthy,Indian Administrative Service,Karnataka,1,P.G.,Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN018900,Shri M R Sreenivasa Murthy,Indian Administrative Service,Karnataka,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
KN019000,Shri K Jairaj,Indian Administrative Service,Karnataka,0,Graduate,Indl.economics,First,Supremo,Social Science and Liberal Arts
KN019000,Shri K Jairaj,Indian Administrative Service,Karnataka,1,P.G.,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
KN019000,Shri K Jairaj,Indian Administrative Service,Karnataka,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
KN019000,Shri K Jairaj,Indian Administrative Service,Karnataka,3,P.G.,Law,Ordinary,Supremo,"Governance, Law and Management"
KN019100,Shri Subir Hari Singh,Indian Administrative Service,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN019100,Shri Subir Hari Singh,Indian Administrative Service,Karnataka,1,P.G.,Defence Studies,Ordinary,Supremo,"Governance, Law and Management"
KN019200,Ms. Meera C Saksena,Indian Administrative Service,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN019200,Ms. Meera C Saksena,Indian Administrative Service,Karnataka,1,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
KN019300,Shri Raghavan Suresh,Indian Administrative Service,Karnataka,0,Graduate,Botany,Second,Supremo,Natural Sciences
KN019300,Shri Raghavan Suresh,Indian Administrative Service,Karnataka,1,P.G.,Botany,Second,Supremo,Natural Sciences
KN019302,Shri R Suresh,Indian Administrative Service,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN019303,Shri Rk Bhatia,Indian Administrative Service,Karnataka,0,Graduate,English,Third,Supremo,Languages and Fine Arts
KN019303,Shri Rk Bhatia,Indian Administrative Service,Karnataka,1,P.G.,English,Third,Supremo,Languages and Fine Arts
KN019305,Shri V Govindraj,Indian Administrative Service,Karnataka,0,Graduate,Law,Third,Supremo,"Governance, Law and Management"
KN019305,Shri V Govindraj,Indian Administrative Service,Karnataka,1,Graduate,Sociology,Third,Supremo,Social Science and Liberal Arts
KN019400,Ms. Sobha Nambisan,Indian Administrative Service,Karnataka,0,Graduate,Chemistry,First,Supremo,Natural Sciences
KN019400,Ms. Sobha Nambisan,Indian Administrative Service,Karnataka,1,P.G.,English Lit,First,Supremo,Languages and Fine Arts
KN019500,Shri P Vijayan,Indian Administrative Service,Karnataka,0,Diploma,Journalism,Second,Supremo,Social Science and Liberal Arts
KN019500,Shri P Vijayan,Indian Administrative Service,Karnataka,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KN019500,Shri P Vijayan,Indian Administrative Service,Karnataka,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KN019501,Shri Arc Gupta,Indian Administrative Service,Karnataka,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
KN019501,Shri Arc Gupta,Indian Administrative Service,Karnataka,1,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KN019502,Shri Narendra Singh,Indian Administrative Service,Karnataka,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
KN019502,Shri Narendra Singh,Indian Administrative Service,Karnataka,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
KN019600,Shri G R Prem Kumar,Indian Administrative Service,Karnataka,0,Diploma,Economic Dev.,Ordinary,Supremo,Social Science and Liberal Arts
KN019600,Shri G R Prem Kumar,Indian Administrative Service,Karnataka,1,Diploma,Taxation,Second,Supremo,"Governance, Law and Management"
KN019600,Shri G R Prem Kumar,Indian Administrative Service,Karnataka,2,Graduate,Law,Second,Supremo,"Governance, Law and Management"
KN019600,Shri G R Prem Kumar,Indian Administrative Service,Karnataka,3,Graduate,Mathematics,Third,Supremo,"Engineering, Technology and Mathematics"
WB023500,Shri Subhendu Roy,Indian Administrative Service,West Bengal,0,Graduate,Physics,First,Supremo,Natural Sciences
WB023500,Shri Subhendu Roy,Indian Administrative Service,West Bengal,1,P.G.,Physics,First,Supremo,Natural Sciences
WB023600,Shri Debaditya Chakraborti,Indian Administrative Service,West Bengal,0,Graduate,Physics,Second,Supremo,Natural Sciences
WB023600,Shri Debaditya Chakraborti,Indian Administrative Service,West Bengal,1,P.G.,Physics,First,Supremo,Natural Sciences
WB023700,Dr. Anup Kumar Chanda,Indian Administrative Service,West Bengal,0,B.Sc.(Hons),Statistics,First,Supremo,"Engineering, Technology and Mathematics"
WB023700,Dr. Anup Kumar Chanda,Indian Administrative Service,West Bengal,1,M.Sc.,Operation Research,First,Supremo,"Engineering, Technology and Mathematics"
WB023700,Dr. Anup Kumar Chanda,Indian Administrative Service,West Bengal,2,Ph.D.(U.S.A.),N.A.,-,Supremo,N.A.
WB023800,Shri Ardhendu Sen,Indian Administrative Service,West Bengal,0,Graduate,Physics,First,Supremo,Natural Sciences
WB023800,Shri Ardhendu Sen,Indian Administrative Service,West Bengal,1,P.G.,Physics,First,Supremo,Natural Sciences
WB023900,Dr. Pramod Kumar Agarwal,Indian Administrative Service,West Bengal,0,Graduate,Law,First,Supremo,"Governance, Law and Management"
WB023900,Dr. Pramod Kumar Agarwal,Indian Administrative Service,West Bengal,1,Graduate,Physics,Second,Supremo,Natural Sciences
WB023900,Dr. Pramod Kumar Agarwal,Indian Administrative Service,West Bengal,2,M.B.A.,Business Admn.,Ordinary,Supremo,"Governance, Law and Management"
WB023900,Dr. Pramod Kumar Agarwal,Indian Administrative Service,West Bengal,3,P.G.,Law,Second,Supremo,"Governance, Law and Management"
WB023900,Dr. Pramod Kumar Agarwal,Indian Administrative Service,West Bengal,4,P.G.,Management,First,Supremo,"Engineering, Technology and Mathematics"
WB023900,Dr. Pramod Kumar Agarwal,Indian Administrative Service,West Bengal,5,Ph. D.,Law,Second,Supremo,"Governance, Law and Management"
WB024100,Shri K S Ramasubban,Indian Administrative Service,West Bengal,0,Graduate,Physics,Second,Supremo,Natural Sciences
WB024100,Shri K S Ramasubban,Indian Administrative Service,West Bengal,1,P.G.,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
WB024200,Shri Sukumar Das,Indian Administrative Service,West Bengal,0,Certificate,Sanskrit,First,Supremo,Languages and Fine Arts
WB024200,Shri Sukumar Das,Indian Administrative Service,West Bengal,1,Graduate,Bengali,First,Supremo,Languages and Fine Arts
WB024200,Shri Sukumar Das,Indian Administrative Service,West Bengal,2,P.G.,Bengali,First,Supremo,Languages and Fine Arts
WB024200,Shri Sukumar Das,Indian Administrative Service,West Bengal,3,P.G.,Rural Dev,First,Supremo,"Governance, Law and Management"
WB024300,Shri Sher Singh,Indian Administrative Service,West Bengal,0,Graduate,English,Second,Supremo,Languages and Fine Arts
WB024300,Shri Sher Singh,Indian Administrative Service,West Bengal,1,P.G.,English,Third,Supremo,Languages and Fine Arts
WB024301,Shri Sp Chatterjee,Indian Administrative Service,West Bengal,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
KN019304,Shri B Eswarappa,Indian Administrative Service,Karnataka,0,Graduate,Law,Ordinary,Supremo,"Governance, Law and Management"
KN019304,Shri B Eswarappa,Indian Administrative Service,Karnataka,1,Graduate,Political Sc.,Ordinary,Supremo,Social Science and Liberal Arts
MH028900,Shri Bishnu Charan Khatua,Indian Administrative Service,Maharashtra,0,Graduate,English,Second,Supremo,Languages and Fine Arts
MH028900,Shri Bishnu Charan Khatua,Indian Administrative Service,Maharashtra,1,P.G.,Fincl Mgt,Second,Supremo,"Governance, Law and Management"
MH028900,Shri Bishnu Charan Khatua,Indian Administrative Service,Maharashtra,2,P.G.,Social Sciences,-,Supremo,Social Science and Liberal Arts
MT005400,Shri Shashi Prakash,Indian Administrative Service,Manipur-Tripura,0,Graduate,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MT005400,Shri Shashi Prakash,Indian Administrative Service,Manipur-Tripura,1,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
PB013701,Dr. A Didar Singh,Indian Administrative Service,Punjab,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
PB013701,Dr. A Didar Singh,Indian Administrative Service,Punjab,1,P.G.,Dev Adm,First with Distinction,Supremo,"Governance, Law and Management"
PB013701,Dr. A Didar Singh,Indian Administrative Service,Punjab,2,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
PB013701,Dr. A Didar Singh,Indian Administrative Service,Punjab,3,Ph. D.,N.A.,-,Supremo,N.A.
TN021300,Shri R Gopalan,Indian Administrative Service,Tamil Nadu,0,Graduate,Chemistry,First,Supremo,Natural Sciences
TN021300,Shri R Gopalan,Indian Administrative Service,Tamil Nadu,1,M.B.A.,Public Admn,First,Supremo,"Governance, Law and Management"
TN021300,Shri R Gopalan,Indian Administrative Service,Tamil Nadu,2,P.G.,Economics,First,Supremo,Social Science and Liberal Arts
MH028902,Shri Rn Chinmulgund,Indian Administrative Service,Maharashtra,0,Graduate,Mathematics,Second,Supremo,"Engineering, Technology and Mathematics"
MH029000,Shri Gurkeerat Singh Gill,Indian Administrative Service,Maharashtra,0,Certificate,Russian,First,Supremo,Languages and Fine Arts
MH029000,Shri Gurkeerat Singh Gill,Indian Administrative Service,Maharashtra,1,P.G.,Administrative Science,Ordinary,Supremo,"Governance, Law and Management"
MH029000,Shri Gurkeerat Singh Gill,Indian Administrative Service,Maharashtra,2,P.G.,Environmental Science,First,Supremo,Natural Sciences
MH029000,Shri Gurkeerat Singh Gill,Indian Administrative Service,Maharashtra,3,P.G.,Geology,First,Supremo,Natural Sciences
MH029000,Shri Gurkeerat Singh Gill,Indian Administrative Service,Maharashtra,4,P.G.,Public Policy,First,Supremo,"Governance, Law and Management"
MH029000,Shri Gurkeerat Singh Gill,Indian Administrative Service,Maharashtra,5,P.G.,Science,First,Supremo,Natural Sciences
MH029100,Ms. Anna Kuryan Dani,Indian Administrative Service,Maharashtra,0,Graduate,Sociology,Second,Supremo,Social Science and Liberal Arts
MH029100,Ms. Anna Kuryan Dani,Indian Administrative Service,Maharashtra,1,P.G.,Sociology,First,Supremo,Social Science and Liberal Arts
MH029200,Shri C Udiaver Rao,Indian Administrative Service,Maharashtra,0,Graduate,Chemistry,Second,Supremo,Natural Sciences
MH029200,Shri C Udiaver Rao,Indian Administrative Service,Maharashtra,1,P.G.,Anthropology,First,Supremo,Social Science and Liberal Arts
MH029300,Shri Jatinder Singh Sahani,Indian Administrative Service,Maharashtra,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MH029300,Shri Jatinder Singh Sahani,Indian Administrative Service,Maharashtra,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
MH029400,Shri G M Pillai,Indian Administrative Service,Maharashtra,0,Graduate,Botany,First,Supremo,Natural Sciences
MH029400,Shri G M Pillai,Indian Administrative Service,Maharashtra,1,P.G.,Botany,First,Supremo,Natural Sciences
MH029500,Shri Rajeev Ranjan Sinha,Indian Administrative Service,Maharashtra,0,Diploma,Port Plg & Managemt,Ordinary,Supremo,"Governance, Law and Management"
MH029500,Shri Rajeev Ranjan Sinha,Indian Administrative Service,Maharashtra,1,Graduate,History,First,Supremo,Social Science and Liberal Arts
MH029500,Shri Rajeev Ranjan Sinha,Indian Administrative Service,Maharashtra,2,Graduate,Law,First,Supremo,"Governance, Law and Management"
MH029500,Shri Rajeev Ranjan Sinha,Indian Administrative Service,Maharashtra,3,P.G.,History,First,Supremo,Social Science and Liberal Arts
MH029500,Shri Rajeev Ranjan Sinha,Indian Administrative Service,Maharashtra,4,P.G.,Management,Ordinary,Supremo,"Engineering, Technology and Mathematics"
MH029500,Shri Rajeev Ranjan Sinha,Indian Administrative Service,Maharashtra,5,P.G.,Science,First,Supremo,Natural Sciences
MH029600,Shri Bhupati Prasad Pandey,Indian Administrative Service,Maharashtra,0,Graduate,Political Sc.,First,Supremo,Social Science and Liberal Arts
MH029600,Shri Bhupati Prasad Pandey,Indian Administrative Service,Maharashtra,1,P.G.,Political Sc.,First,Supremo,Social Science and Liberal Arts
MH029600,Shri Bhupati Prasad Pandey,Indian Administrative Service,Maharashtra,2,P.G.,Science,-,Supremo,Natural Sciences
MH029700,Shri Sanjay Narayen,Indian Administrative Service,Maharashtra,0,Diploma,Development Economics,Ordinary,Supremo,Social Science and Liberal Arts
MH029700,Shri Sanjay Narayen,Indian Administrative Service,Maharashtra,1,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MH029700,Shri Sanjay Narayen,Indian Administrative Service,Maharashtra,2,P.G.,History,First,Supremo,Social Science and Liberal Arts
MH029800,Shri Syed Shahzad Hussain,Indian Administrative Service,Maharashtra,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
MH029800,Shri Syed Shahzad Hussain,Indian Administrative Service,Maharashtra,1,P.G.,Admn.Sc.&Dev Problem,-,Supremo,"Governance, Law and Management"
MH029800,Shri Syed Shahzad Hussain,Indian Administrative Service,Maharashtra,2,P.G.,English Lit,Second,Supremo,Languages and Fine Arts
MH029900,Dr. Munshilal Gautam,Indian Administrative Service,Maharashtra,0,Graduate,English,Third,Supremo,Languages and Fine Arts
MH029900,Dr. Munshilal Gautam,Indian Administrative Service,Maharashtra,1,P.G.,Law,Second,Supremo,"Governance, Law and Management"
MH029900,Dr. Munshilal Gautam,Indian Administrative Service,Maharashtra,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH029900,Dr. Munshilal Gautam,Indian Administrative Service,Maharashtra,3,Ph. D.,Political Sc.,-,Supremo,Social Science and Liberal Arts
MH030000,Shri Ratnaraj G Bansod,Indian Administrative Service,Maharashtra,0,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MH030000,Shri Ratnaraj G Bansod,Indian Administrative Service,Maharashtra,1,P.G.,English,Second,Supremo,Languages and Fine Arts
MH030002,Shri Pb Gunjotikar,Indian Administrative Service,Maharashtra,0,Graduate,English Lit,Second,Supremo,Languages and Fine Arts
MH030003,Shri Ps Manchekar,Indian Administrative Service,Maharashtra,0,Graduate,Commerce,Third,Supremo,Finance
MH030003,Shri Ps Manchekar,Indian Administrative Service,Maharashtra,1,P.G.,Indl. Finance,Third,Supremo,Finance
MH030004,Shri Ga Walawalkar,Indian Administrative Service,Maharashtra,0,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH030004,Shri Ga Walawalkar,Indian Administrative Service,Maharashtra,1,Graduate,Sanskrit,Second,Supremo,Languages and Fine Arts
MH030005,Shri Sg Bhosale,Indian Administrative Service,Maharashtra,0,Graduate,History,Ordinary,Supremo,Social Science and Liberal Arts
MH030005,Shri Sg Bhosale,Indian Administrative Service,Maharashtra,1,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH030006,Shri Sr Shinde,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo,N.A.
MH030007,Shri Dv Upadhye,Indian Administrative Service,Maharashtra,0,Diploma,Public Admn,Second,Supremo,"Governance, Law and Management"
MH030007,Shri Dv Upadhye,Indian Administrative Service,Maharashtra,1,Graduate,Chemistry,Third,Supremo,Natural Sciences
MH030007,Shri Dv Upadhye,Indian Administrative Service,Maharashtra,2,P.G.,Political Sc.,Second,Supremo,Social Science and Liberal Arts
MH030008,Shri Vk Kolhatkar,Indian Administrative Service,Maharashtra,0,Graduate,Physics,Third,Supremo,Natural Sciences
MH030009,Shri Am Patankar,Indian Administrative Service,Maharashtra,0,N.A.,N.A.,N.A.,Supremo,N.A.
MH030010,Shri S D Chougule,Indian Administrative Service,Maharashtra,0,Graduate,Commerce,Third,Supremo,Finance
MH030010,Shri S D Chougule,Indian Administrative Service,Maharashtra,1,Graduate,Economics,Second,Supremo,Social Science and Liberal Arts
MH030010,Shri S D Chougule,Indian Administrative Service,Maharashtra,2,Graduate,Law,Second,Supremo,"Governance, Law and Management"
MH030010,Shri S D Chougule,Indian Administrative Service,Maharashtra,3,P.G.,Economics,Third,Supremo,Social Science and Liberal Arts
MP028400,Shri Sumit Bose,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP028400,Shri Sumit Bose,Indian Administrative Service,Madhya Pradesh,1,P.G.,History,Second,Supremo,Social Science and Liberal Arts
MP028400,Shri Sumit Bose,Indian Administrative Service,Madhya Pradesh,2,M.Sc.,Social Policy,-,Supremo,"Governance, Law and Management"
MP028500,Shri Ajoy Acharya,Indian Administrative Service,Madhya Pradesh,0,Graduate,History,Second,Supremo,Social Science and Liberal Arts
MP028500,Shri Ajoy Acharya,Indian Administrative Service,Madhya Pradesh,1,P.G.,History,First,Supremo,Social Science and Liberal Arts
MP028600,Shri Uday Kumar Varma,Indian Administrative Service,Madhya Pradesh,0,B.Sc.(Hons),Botany,First,Supremo,Natural Sciences
MP028600,Shri Uday Kumar Varma,Indian Administrative Service,Madhya Pradesh,1,PG Diploma,French,First,Supremo,Languages and Fine Arts
MP028700,Shri A S Yadav,Indian Administrative Service,Madhya Pradesh,0,Graduate,Economics,First,Supremo,Social Science and Liberal Arts
